"name" "long" "lat"
"467" "NYCBS Depot - FAR" -73.996764 40.751483
"468" "Leonard St & Meeker Ave" -73.9482021331787 40.7173184038558
"469" "Lewis Ave & Madison St" -73.935775 40.686312
"470" "Kosciuszko St & Tompkins Ave" -73.9452416 40.69128258
"471" "Pulaski St & Marcus Garvey Blvd" -73.939877 40.6933982
"472" "W 87 St  & Amsterdam Ave" -73.9747 40.78839
"473" "E 88 St & Park Ave" -73.9559590816498 40.78141070019
"474" "Putnam Ave & Throop Ave" -73.94111 40.6851532
"475" "Greene Ave & Throop Ave" -73.942061 40.6894932
"476" "NYCBS Depot - STY" -73.976655 40.729193
"477" "Riverside Dr & W 91 St" -73.97685115 40.7933718
"478" "W 87 St & West End Ave" -73.977131 40.790261
"479" "NYCBS Depot - PIT" -73.9838379621506 40.7169097804597
"480" "E 88 St & 1 Ave" -73.9488134 40.778301
"481" "E 89 St & 3 Ave" -73.9521667 40.7806284
"482" "Dixon Mills" -74.0499678254128 40.7216301426384
"483" "5 Ave & E 93 St" -73.957481 40.7857851
"484" "E 91 St & 2 Ave" -73.9496558904648 40.7811222993417
"485" "E 91 St & Park Ave" -73.955327 40.7835016
"486" "Central Park W & W 96 St" -73.964839 40.79127
"487" "2 Ave  & E 104 St" -73.94370784 40.7892105
"488" "E 89 St & York Ave" -73.946041 40.7779453
"489" "1 Ave & E 94 St" -73.94594 40.7817212
"490" "Columbus Ave & W 95 St" -73.968087 40.7919557
"491" "W 95 St & Broadway" -73.971888 40.7937704
"492" "West End Ave & W 94 St" -73.974124 40.7941654
"493" "E 97 St & Madison Ave" -73.953559 40.787801
"494" "E 95 St & 3 Ave" -73.950503 40.7849032
"495" "Newport Pkwy" -74.0321082 40.7287448
"496" "Paulus Hook" -74.0335519 40.7141454
"497" "Central Park West & W 102 St" -73.96186 40.795346
"498" "Central Park West & W 100 St" -73.9635556 40.793393
"499" "W 90 St & Amsterdam Ave" -73.9728891849518 40.7901794809508
"500" "E 102 St & 1 Ave" -73.94164802 40.7869946
"501" "3 Ave & E 100 St" -73.94728331 40.7877214
"502" "W 100 St & Broadway" -73.97041192 40.7973721
"503" "W 104 St & Amsterdam Ave" -73.9662173778 40.7989937
"504" "Columbus Ave & W 103 St" -73.9643412291 40.7969347
"505" "E 97 St & 3 Ave" -73.94860294 40.7859201
"506" "NYCBS Depot BAL - DYR" 0 0
"507" "Madison Ave & E 99 St" -73.9524292945862 40.7894854155321
"508" "E 102 St & Park Ave" -73.95033068 40.7904828
"509" "Lafayette St & E 8 St" -73.9907647 40.73028666
"510" "W 106 St & Amsterdam Ave" -73.9664492472 40.8008363
"511" "W 106 St & Central Park West" -73.9605909006 40.7981856
"512" "5 Ave & E 103 St" -73.95249933 40.7922553
"513" "W 107 St & Columbus Ave" -73.9621128676 40.7997568
"514" "E 106 St & 1 Ave" -73.93956237 40.7892529
"515" "E 109 St & 3 Ave" -73.9432083 40.79329668
"516" "2 Ave & E 105 St" -73.94296109 40.7898175
"517" "E 106 St & Madison Ave" -73.94945003 40.7934337
"518" "E 110 St & Madison Ave" -73.94782145 40.7961535
"519" "Riverside Dr & W 104 St" -73.9711457439 40.8013434
"520" "E 103 St & Lexington Ave" -73.94755757 40.7903051
"521" "West End Ave & W 107 St" -73.9681805305 40.8021174
"522" "Congress St & Clinton St" -73.99520919 40.6881529
"523" "Bond St & Bergen St" -73.98620772 40.6849668
"524" "Wyckoff St & 3 Ave" -73.98258555 40.6827549
"525" "Baltic St & 5 Ave" -73.97854971 40.6795766
"526" "7 Ave & Park Pl" -73.97324283 40.6776147
"527" "Prospect Pl & 6 Ave" -73.97519523 40.6793307
"528" "Douglass St & 4 Ave" -73.98154004 40.6792788
"529" "Essex Light Rail" -74.0364857 40.7127742
"530" "Butler St & Court St" -73.99440329 40.6849894
"531" "Columbia St & Degraw St" -74.00242364 40.6859296
"532" "Clinton St & Union St" -73.99785267 40.6831164
"533" "Columbia St & Kane St" -74.0016256 40.68763155
"534" "Douglass St & 3 Ave" -73.98432695 40.6802133
"535" "Cathedral Pkwy & Broadway" -73.96699104 40.804213
"536" "Union St & 4 Ave" -73.98282002 40.6772744
"537" "Carroll St & Columbia St" -74.00348559 40.6830456
"538" "Richards St & Delavan St" -74.00785041 40.6794327
"539" "Wolcott St & Dwight St" -74.0100698 40.6753274
"540" "Commerce St & Van Brunt St" -74.00860912 40.6812117
"541" "Henry St & Degraw St" -73.99917254 40.6847514
"542" "4 Ave & 9 St" -73.98876585 40.6705135
"543" "Henry St & W 9 St" -74.00324957 40.6763744
"544" "3 St & 3 Ave" -73.98775226 40.6750705
"545" "Smith St & 9 St" -73.99785768 40.6746957
"546" "Berkeley Pl & 6 Ave" -73.97846879 40.6765304
"547" "2 Ave & 9 St" -73.99331394 40.6724811
"548" "Clinton St & 4 Place" -74.00014502 40.6783563
"549" "5 Ave & 3 St" -73.98352355 40.6728155
"550" "Kane St & Clinton St" -73.99645295 40.6861758
"551" "5 St & 6 Ave" -73.98208968 40.6704836
"552" "14 St & 7 Ave" -73.98396846 40.663779
"553" "6 St & 7 Ave" -73.97988067 40.6686627
"554" "10 St & 7 Ave" -73.98199886 40.6662078
"555" "6 Ave & 9 St" -73.98377641 40.668127
"556" "7 St & 5 Ave" -73.98541675 40.6704922
"557" "Court St & State St" -73.99203074 40.6902375
"558" "6 Ave & 12 St" -73.9854617 40.6663181
"559" "12 St & 4 Ave" -73.9904394 40.668603
"560" "Columbia St & Lorraine St" -74.0075572 40.6747055
"561" "10 St & 5 Ave" -73.98700053 40.6686273
"562" "Henry St & Bay St" -74.00494695 40.6725058
"563" "Pioneer St & Richards St" -74.0094613 40.6777748
"564" "Heights Elevator" -74.0404433012009 40.7487159453802
"565" "Exchange Place" -74.0334588 40.7162469
"566" "Lafayette St & Jersey St" -73.9960098266602 40.7243052725033
"567" "Hoyt St & Warren St" -73.98901629 40.6843549
"568" "President St & Henry St" -73.99990419 40.6828003
"569" "Clinton St & Centre St" -74.00194698 40.67434
"570" "3 Ave & 14 St" -73.99333264 40.6685455
"571" "Carroll St & 5 Ave" -73.9814832 40.6751622
"572" "Warren St & Court St" -73.99383324 40.686371
"573" "Columbia St & W 9 St" -74.00647134 40.6769993
"574" "Prospect Park West & 8 St" -73.9763760566711 40.6651468153379
"575" "Degraw St & Smith St" -73.99318208 40.6829151
"576" "Dean St & Hoyt St" -73.98759104 40.6864442
"577" "Carroll St & Smith St" -73.99475825 40.680611
"578" "SSP Tech Workshop" -74.016263 40.646678
"579" "Carroll St & 6 Ave" -73.9787282 40.6740886
"580" "1 Pl & Clinton St" -73.99905709 40.6809591
"581" "Court St & Nelson St" -73.99869893 40.6763947
"582" "Reed St & Van Brunt St" -74.01612847 40.6747844
