"name" "long" "lat"
"443" "Driggs Ave & N Henry St" -73.94308 40.72325
"444" "Marcy Ave & Lafayette Ave" -73.947915 40.6900815
"445" "Leonard St & Manhattan Ave" -73.948982656002 40.721522403393
"446" "Cambridge Pl & Gates Ave" -73.96304 40.68488
"447" "Washington Ave & Greene Ave" -73.96563307 40.68650065
"448" "Willoughby Ave & Tompkins Ave" -73.94626915 40.69425403
"449" "Graham Ave & Withers St" -73.94485918 40.7169811
"450" "Henry St & Poplar St" -73.991454 40.700469
"451" "Emerson Pl & Myrtle Ave" -73.96223558 40.69363137
"452" "Division Ave & Marcy Ave" -73.95796783 40.70708701
"453" "Verona Pl & Fulton St" -73.9476791024208 40.6803560840434
"454" "E 81 St & Park Ave" -73.9590097 40.77677702
"455" "Railroad Ave & Kay Ave" -73.97100056 40.70531194
"456" "Broadway & Berry St" -73.96525063 40.71044554
"457" "Kiosk in a box Motivate" -74.0163034200668 40.6466778988979
"458" "Cumberland St & Lafayette Ave" -73.97265183 40.68753406
"459" "21 St & 41 Ave" -73.942676782608 40.7538334343762
"460" "Albany Ave & Fulton St" -73.938475 40.6800105
"461" "Lewis Ave & Decatur St" -73.934903 40.6814598
"462" "Boerum St & Broadway" -73.94976519 40.70538077
"463" "Frost St & Meeker St" -73.94882 40.71764
"464" "Nostrand Ave & Myrtle Ave" -73.95238108 40.69527008
"465" "Yankee Ferry Terminal" -74.016966 40.686931
"466" "5 Ave & E 88 St" -73.95939 40.78307
